report_id,inspection_id,damage_type,severity,estimated_cost,part_affected,image_count
REP006119,INSP004179,Paint Damage,1,898.22,Left Rear Door,5
REP006120,INSP004180,Glass Damage,2,1694.42,Right Front Fender,5
REP006121,INSP004180,Scratch,5,1001.51,Rear Bumper,4
REP006122,INSP004180,Crack,4,2490.05,Trunk,3
REP006123,INSP004182,Crack,4,2417.48,Rear Window,1
REP006124,INSP004188,Rust,5,2381.9,Rear Window,4
REP006125,INSP004188,Structural Damage,5,12796.75,Windshield,1
REP006126,INSP004190,Scratch,3,592.9,Rear Bumper,5
REP006127,INSP004190,Scratch,3,512.34,Left Front Door,2
REP006128,INSP004190,Rust,1,595.63,Left Front Door,1
REP006129,INSP004191,Crack,1,657.38,Rear Window,1
REP006130,INSP004191,Crack,3,1441.47,Left Front Fender,3
REP006131,INSP004191,Bumper Damage,2,2475.59,Front Bumper,4
REP006132,INSP004191,Crack,2,1082.01,Left Front Door,2
REP006133,INSP004192,Dent,4,1343.56,Left Front Fender,3
REP006134,INSP004192,Structural Damage,4,10898.69,Right Rear Fender,1
REP006135,INSP004192,Structural Damage,5,12732.58,Right Front Door,5
REP006136,INSP004192,Rust,2,1105.27,Roof,1
REP006137,INSP004196,Crack,5,3357.98,Left Front Door,3
REP006138,INSP004196,Scratch,5,1081.63,Right Front Door,3
REP006139,INSP004201,Glass Damage,1,1153.91,Front Bumper,4
REP006140,INSP004201,Bumper Damage,3,3134.04,Roof,2
REP006141,INSP004202,Crack,3,1705.68,Right Front Door,2
REP006142,INSP004202,Dent,3,1248.32,Rear Window,2
REP006143,INSP004202,Structural Damage,2,5129.19,Right Rear Door,5
REP006144,INSP004202,Structural Damage,3,10696.82,Right Rear Door,1
REP006145,INSP004202,Glass Damage,5,5866.52,Windshield,3
REP006146,INSP004207,Rust,5,2236.98,Windshield,4
REP006147,INSP004207,Dent,3,1387.72,Rear Window,4
REP006148,INSP004207,Dent,5,1817.39,Right Rear Door,4
REP006149,INSP004207,Structural Damage,5,16407.38,Hood,2
REP006150,INSP004208,Rust,3,1699.58,Left Front Door,5
REP006151,INSP004208,Bumper Damage,1,1312.05,Trunk,1
REP006152,INSP004208,Paint Damage,5,4444.64,Left Front Door,2
REP006153,INSP004209,Structural Damage,5,13088.15,Rear Bumper,2
REP006154,INSP004210,Bumper Damage,3,3317.35,Left Rear Door,5
REP006155,INSP004210,Rust,3,1795.43,Front Bumper,3
REP006156,INSP004212,Dent,5,1985.81,Rear Bumper,5
REP006157,INSP004212,Scratch,2,445.62,Right Front Fender,1
REP006158,INSP004214,Structural Damage,2,6449.11,Trunk,4
REP006159,INSP004214,Dent,3,1059.46,Left Rear Door,1
REP006160,INSP004215,Crack,3,2138.77,Trunk,2
REP006161,INSP004215,Glass Damage,4,3570.93,Rear Window,4
REP006162,INSP004215,Glass Damage,4,3754.76,Rear Bumper,3
REP006163,INSP004216,Dent,4,1601.54,Roof,3
REP006164,INSP004216,Dent,4,1382.82,Left Front Fender,4
REP006165,INSP004218,Paint Damage,3,2571.98,Left Rear Door,2
REP006166,INSP004218,Paint Damage,4,2750.37,Right Front Fender,1
REP006167,INSP004220,Structural Damage,2,6344.67,Rear Window,3
REP006168,INSP004225,Glass Damage,5,4615.62,Left Rear Door,1
REP006169,INSP004226,Crack,4,2783.96,Right Rear Door,4
REP006170,INSP004227,Dent,5,1857.63,Rear Bumper,4
REP006171,INSP004228,Glass Damage,1,1040.35,Front Bumper,1
REP006172,INSP004228,Rust,1,509.8,Trunk,2
REP006173,INSP004228,Scratch,1,234.63,Front Bumper,3
REP006174,INSP004228,Rust,3,1745.67,Left Rear Door,5
REP006175,INSP004228,Scratch,2,322.85,Hood,5
REP006176,INSP004230,Glass Damage,4,4435.5,Left Front Fender,1
REP006177,INSP004230,Glass Damage,5,5052.42,Right Rear Door,1
REP006178,INSP004234,Scratch,1,222.06,Left Front Door,4
REP006179,INSP004234,Crack,2,1260.79,Rear Bumper,4
REP006180,INSP004234,Dent,4,1373.91,Left Rear Fender,2
REP006181,INSP004234,Scratch,4,758.44,Hood,2
REP006182,INSP004234,Scratch,3,564.06,Roof,4
REP006183,INSP004235,Scratch,2,375.01,Left Rear Door,1
REP006184,INSP004235,Glass Damage,1,1003.84,Left Front Fender,5
REP006185,INSP004236,Glass Damage,1,864.82,Left Front Door,4
REP006186,INSP004236,Scratch,4,666.01,Rear Window,3
REP006187,INSP004236,Structural Damage,3,10256.08,Left Rear Door,3
REP006188,INSP004236,Rust,3,1389.17,Windshield,1
REP006189,INSP004238,Bumper Damage,2,2447.22,Right Front Fender,3
REP006190,INSP004238,Rust,2,990.07,Trunk,1
REP006191,INSP004241,Scratch,3,617.74,Roof,4
REP006192,INSP004241,Bumper Damage,4,4374.8,Left Front Door,5
REP006193,INSP004241,Rust,4,1936.17,Rear Bumper,2
REP006194,INSP004242,Scratch,4,835.54,Front Bumper,2
REP006195,INSP004242,Structural Damage,5,17317.54,Left Front Door,5
REP006196,INSP004242,Paint Damage,3,2784.31,Right Front Door,2
REP006197,INSP004242,Bumper Damage,1,1345.91,Roof,3
REP006198,INSP004243,Glass Damage,5,4195.56,Rear Window,3
REP006199,INSP004243,Structural Damage,3,9092.61,Right Front Fender,5
REP006200,INSP004244,Glass Damage,5,4385.47,Right Front Fender,5
REP006201,INSP004244,Bumper Damage,5,5772.44,Rear Bumper,5
REP006202,INSP004244,Glass Damage,4,4001.7,Rear Bumper,2
REP006203,INSP004244,Dent,1,456.46,Rear Bumper,4
REP006204,INSP004245,Structural Damage,1,3427.5,Trunk,3
REP006205,INSP004245,Structural Damage,3,8808.24,Left Front Door,5
REP006206,INSP004245,Structural Damage,5,14403.47,Right Front Fender,5
REP006207,INSP004246,Structural Damage,4,13492.27,Right Rear Door,3
REP006208,INSP004246,Crack,4,2236.73,Windshield,4
REP006209,INSP004246,Crack,2,1379.17,Right Front Fender,5
REP006210,INSP004246,Bumper Damage,2,2823.88,Front Bumper,3
REP006211,INSP004247,Dent,3,1195.55,Left Rear Fender,1
REP006212,INSP004248,Rust,1,437.37,Left Front Fender,5
REP006213,INSP004248,Bumper Damage,2,2164.08,Rear Bumper,5
REP006214,INSP004250,Paint Damage,2,1781.5,Right Front Fender,3
REP006215,INSP004250,Crack,1,650.81,Front Bumper,5
REP006216,INSP004250,Paint Damage,5,3896.47,Trunk,3
REP006217,INSP004253,Bumper Damage,3,3406.31,Left Front Door,2
REP006218,INSP004253,Structural Damage,2,5622.77,Left Front Fender,1
REP006219,INSP004253,Rust,1,447.27,Left Rear Fender,4
REP006220,INSP004253,Paint Damage,4,3746.44,Right Front Fender,3
REP006221,INSP004253,Scratch,1,184.25,Hood,1
REP006222,INSP004255,Dent,5,2317.17,Left Front Door,5
REP006223,INSP004255,Rust,1,472.35,Right Front Fender,4
REP006224,INSP004255,Bumper Damage,1,1402.05,Roof,1
REP006225,INSP004255,Dent,3,1043.11,Rear Window,2
REP006226,INSP004258,Paint Damage,5,4388.86,Right Front Door,4
REP006227,INSP004259,Structural Damage,5,14038.86,Rear Bumper,1
REP006228,INSP004260,Crack,1,603.79,Right Rear Door,3
REP006229,INSP004260,Scratch,3,517.93,Right Front Fender,3
REP006230,INSP004262,Dent,5,2146.0,Left Rear Door,2
REP006231,INSP004263,Bumper Damage,4,4485.12,Trunk,5
REP006232,INSP004263,Paint Damage,1,721.68,Right Rear Fender,2
REP006233,INSP004263,Structural Damage,5,17461.16,Front Bumper,5
REP006234,INSP004265,Crack,1,559.42,Right Front Door,4
REP006235,INSP004266,Dent,3,1207.23,Right Rear Fender,1
REP006236,INSP004266,Scratch,2,455.94,Roof,4
REP006237,INSP004266,Bumper Damage,4,5212.62,Front Bumper,2
REP006238,INSP004267,Scratch,1,214.91,Right Front Fender,4
REP006239,INSP004267,Crack,1,630.4,Right Front Door,4
REP006240,INSP004268,Crack,4,2566.04,Left Rear Door,3
REP006241,INSP004271,Bumper Damage,3,3936.78,Rear Bumper,5
REP006242,INSP004271,Glass Damage,2,2012.88,Right Rear Door,5
REP006243,INSP004273,Dent,3,963.19,Right Rear Fender,4
REP006244,INSP004273,Dent,4,1888.97,Left Front Fender,1
REP006245,INSP004273,Structural Damage,2,6260.08,Roof,5
REP006246,INSP004273,Glass Damage,3,3003.37,Left Rear Door,2
REP006247,INSP004275,Glass Damage,5,4198.05,Windshield,2
REP006248,INSP004275,Crack,3,1822.8,Windshield,4
REP006249,INSP004275,Scratch,3,680.74,Windshield,4
REP006250,INSP004275,Dent,5,1955.68,Rear Window,5
REP006251,INSP004279,Crack,2,1148.85,Hood,1
REP006252,INSP004279,Dent,4,1914.72,Windshield,5
REP006253,INSP004279,Glass Damage,2,2396.13,Right Front Door,3
REP006254,INSP004279,Paint Damage,1,795.54,Left Rear Fender,5
REP006255,INSP004279,Dent,3,1374.09,Left Front Door,1
REP006256,INSP004280,Glass Damage,2,1640.08,Hood,1
REP006257,INSP004282,Bumper Damage,3,3803.92,Right Front Door,1
REP006258,INSP004284,Rust,1,538.7,Left Rear Door,5
REP006259,INSP004284,Rust,4,2237.63,Right Rear Fender,1
REP006260,INSP004287,Rust,3,1749.34,Trunk,5
REP006261,INSP004288,Dent,2,699.31,Left Front Fender,1
REP006262,INSP004288,Structural Damage,2,5756.95,Left Rear Door,4
REP006263,INSP004288,Crack,4,2390.27,Left Rear Door,1
REP006264,INSP004288,Dent,4,1536.69,Trunk,2
REP006265,INSP004289,Dent,3,965.38,Rear Bumper,5
REP006266,INSP004290,Dent,1,373.65,Right Rear Door,2
REP006267,INSP004290,Paint Damage,2,1660.81,Right Front Fender,5
REP006268,INSP004291,Dent,1,383.7,Front Bumper,1
REP006269,INSP004291,Dent,5,2096.47,Left Rear Fender,5
REP006270,INSP004292,Bumper Damage,5,5205.33,Right Rear Fender,1
REP006271,INSP004292,Bumper Damage,2,2273.86,Left Front Fender,4
REP006272,INSP004292,Glass Damage,3,2550.31,Windshield,3
REP006273,INSP004293,Crack,4,2026.21,Left Front Fender,5
REP006274,INSP004294,Paint Damage,1,939.58,Right Rear Fender,1
REP006275,INSP004295,Dent,3,1234.73,Right Front Door,2
REP006276,INSP004295,Crack,3,1744.61,Hood,2
REP006277,INSP004297,Crack,1,710.41,Trunk,2
REP006278,INSP004300,Scratch,4,719.64,Rear Bumper,3
REP006279,INSP004300,Structural Damage,2,6304.68,Left Front Fender,2
REP006280,INSP004300,Bumper Damage,4,4745.01,Hood,4
REP006281,INSP004300,Scratch,5,1032.89,Hood,1
REP006282,INSP004301,Scratch,2,362.0,Front Bumper,2
REP006283,INSP004302,Structural Damage,4,11926.25,Rear Window,4
REP006284,INSP004304,Bumper Damage,5,5435.86,Left Rear Door,2
REP006285,INSP004305,Glass Damage,4,3636.13,Roof,1
REP006286,INSP004305,Paint Damage,3,2586.28,Right Front Door,4
REP006287,INSP004305,Structural Damage,2,5857.9,Windshield,3
REP006288,INSP004308,Bumper Damage,5,6207.78,Right Rear Fender,5
REP006289,INSP004308,Glass Damage,2,1753.42,Left Front Fender,2
REP006290,INSP004308,Dent,3,967.61,Rear Bumper,1
REP006291,INSP004309,Rust,5,2864.55,Hood,4
REP006292,INSP004309,Paint Damage,4,3374.32,Rear Bumper,5
REP006293,INSP004309,Dent,2,851.13,Right Rear Door,3
REP006294,INSP004309,Glass Damage,3,2603.98,Windshield,1
REP006295,INSP004309,Crack,4,2637.21,Rear Bumper,1
REP006296,INSP004311,Structural Damage,1,3429.59,Roof,1
REP006297,INSP004314,Dent,4,1791.46,Trunk,3
REP006298,INSP004314,Bumper Damage,3,4128.6,Right Rear Door,2
REP006299,INSP004315,Glass Damage,2,2349.47,Front Bumper,2
REP006300,INSP004316,Glass Damage,5,4032.68,Left Front Fender,2
REP006301,INSP004318,Structural Damage,3,7710.95,Rear Bumper,5
REP006302,INSP004318,Structural Damage,3,8019.26,Windshield,3
REP006303,INSP004319,Paint Damage,2,1608.76,Right Rear Door,5
REP006304,INSP004320,Bumper Damage,5,5223.74,Right Front Fender,3
REP006305,INSP004320,Scratch,1,169.15,Right Front Fender,4
REP006306,INSP004321,Bumper Damage,3,3364.08,Roof,2
REP006307,INSP004321,Paint Damage,4,3699.83,Left Rear Fender,3
REP006308,INSP004321,Dent,4,1427.39,Left Rear Fender,4
REP006309,INSP004322,Scratch,4,896.15,Left Front Door,5
REP006310,INSP004323,Bumper Damage,4,5401.83,Left Front Door,2
REP006311,INSP004323,Paint Damage,2,1301.03,Right Front Door,3
REP006312,INSP004323,Rust,1,429.31,Roof,1
REP006313,INSP004323,Paint Damage,4,3772.34,Right Rear Fender,3
REP006314,INSP004324,Glass Damage,5,5748.32,Rear Window,1
REP006315,INSP004324,Glass Damage,3,2771.29,Roof,3
REP006316,INSP004324,Paint Damage,3,2739.92,Windshield,5
REP006317,INSP004324,Structural Damage,4,12737.9,Left Front Door,2
REP006318,INSP004324,Paint Damage,4,2765.84,Left Rear Door,2
REP006319,INSP004326,Dent,4,1432.68,Hood,5
REP006320,INSP004326,Bumper Damage,2,2265.72,Left Front Door,4
REP006321,INSP004326,Scratch,4,689.62,Right Rear Door,1
REP006322,INSP004327,Structural Damage,1,2730.21,Rear Window,4
REP006323,INSP004329,Crack,2,1125.65,Right Front Door,3
REP006324,INSP004329,Bumper Damage,4,4908.78,Left Front Door,4
REP006325,INSP004329,Structural Damage,3,9467.67,Trunk,4
REP006326,INSP004329,Glass Damage,4,4093.14,Right Front Fender,2
REP006327,INSP004332,Dent,2,798.13,Left Rear Door,2
REP006328,INSP004332,Bumper Damage,5,4849.57,Front Bumper,4
REP006329,INSP004333,Bumper Damage,5,6670.36,Right Front Fender,2
REP006330,INSP004335,Bumper Damage,5,7157.01,Trunk,2
REP006331,INSP004335,Glass Damage,4,4769.75,Right Rear Fender,5
REP006332,INSP004335,Paint Damage,5,4309.43,Left Front Door,5
REP006333,INSP004335,Scratch,2,409.5,Left Front Door,3
REP006334,INSP004336,Paint Damage,1,778.34,Hood,5
REP006335,INSP004336,Glass Damage,3,2446.66,Right Rear Door,2
REP006336,INSP004336,Crack,5,2545.12,Hood,1
REP006337,INSP004336,Rust,5,2524.06,Hood,5
REP006338,INSP004338,Paint Damage,3,2395.23,Right Front Door,3
REP006339,INSP004339,Rust,5,2271.39,Windshield,1
REP006340,INSP004339,Structural Damage,4,11457.33,Left Rear Fender,3
REP006341,INSP004341,Bumper Damage,4,3894.27,Left Rear Door,3
REP006342,INSP004341,Dent,2,652.35,Front Bumper,4
REP006343,INSP004341,Crack,5,3268.79,Left Front Fender,2
REP006344,INSP004341,Glass Damage,3,2432.79,Rear Window,2
REP006345,INSP004341,Bumper Damage,1,1312.43,Windshield,1
REP006346,INSP004343,Dent,1,331.23,Hood,1
REP006347,INSP004345,Scratch,4,644.23,Left Rear Door,4
REP006348,INSP004345,Bumper Damage,4,4939.55,Right Rear Fender,4
REP006349,INSP004346,Bumper Damage,3,3977.8,Left Rear Fender,4
REP006350,INSP004346,Bumper Damage,1,1173.31,Rear Bumper,1
REP006351,INSP004346,Rust,3,1475.47,Right Rear Fender,3
REP006352,INSP004347,Bumper Damage,1,1242.61,Left Front Door,3
REP006353,INSP004348,Crack,1,500.78,Left Front Fender,4
REP006354,INSP004348,Rust,4,1712.9,Trunk,3
REP006355,INSP004348,Paint Damage,2,1342.64,Left Rear Fender,5
REP006356,INSP004350,Bumper Damage,2,2780.57,Left Front Fender,5
REP006357,INSP004350,Rust,1,498.17,Right Rear Door,3
REP006358,INSP004354,Glass Damage,2,1981.29,Left Rear Door,4
REP006359,INSP004356,Structural Damage,2,6056.44,Front Bumper,3
REP006360,INSP004357,Structural Damage,5,13551.02,Right Front Fender,3
REP006361,INSP004357,Rust,3,1372.78,Left Front Fender,1
REP006362,INSP004358,Structural Damage,5,16227.56,Rear Bumper,2
REP006363,INSP004359,Bumper Damage,4,4467.86,Right Rear Fender,1
REP006364,INSP004359,Dent,3,1252.91,Right Rear Fender,2
REP006365,INSP004359,Bumper Damage,2,1939.09,Windshield,2
REP006366,INSP004360,Glass Damage,1,1161.06,Rear Bumper,1
REP006367,INSP004362,Dent,2,882.55,Front Bumper,2
REP006368,INSP004364,Rust,2,916.36,Right Rear Door,2
REP006369,INSP004366,Glass Damage,1,849.99,Right Front Fender,1
REP006370,INSP004366,Dent,4,1530.28,Right Front Door,4
REP006371,INSP004366,Dent,4,1439.0,Rear Window,1
REP006372,INSP004366,Paint Damage,5,3881.77,Right Front Door,1
REP006373,INSP004366,Structural Damage,5,16013.76,Left Rear Door,1
REP006374,INSP004367,Paint Damage,4,2642.88,Left Front Fender,4
REP006375,INSP004367,Scratch,2,403.05,Left Rear Fender,5
REP006376,INSP004368,Glass Damage,1,921.21,Right Rear Fender,3
REP006377,INSP004368,Scratch,2,468.21,Hood,1
REP006378,INSP004368,Scratch,3,485.17,Trunk,2
REP006379,INSP004368,Dent,2,663.74,Roof,4
REP006380,INSP004369,Glass Damage,4,4333.95,Front Bumper,5
REP006381,INSP004369,Paint Damage,5,3344.84,Roof,3
REP006382,INSP004369,Dent,1,347.43,Roof,1
REP006383,INSP004370,Scratch,3,611.9,Rear Bumper,3
REP006384,INSP004371,Bumper Damage,2,2667.42,Hood,4
REP006385,INSP004371,Scratch,3,698.48,Left Front Door,5
REP006386,INSP004372,Paint Damage,2,1590.88,Right Rear Door,5
REP006387,INSP004372,Bumper Damage,3,2951.56,Left Front Fender,3
REP006388,INSP004376,Dent,2,714.43,Hood,4
REP006389,INSP004376,Glass Damage,3,2506.87,Trunk,4
REP006390,INSP004378,Dent,2,937.74,Hood,4
REP006391,INSP004380,Glass Damage,4,3472.49,Hood,3
REP006392,INSP004380,Structural Damage,3,7897.37,Right Front Fender,3
REP006393,INSP004380,Glass Damage,2,2364.25,Left Front Fender,1
REP006394,INSP004383,Paint Damage,1,655.4,Hood,3
REP006395,INSP004383,Rust,4,1688.99,Right Rear Door,2
REP006396,INSP004383,Scratch,3,551.66,Roof,3
REP006397,INSP004385,Crack,4,2308.04,Trunk,1
REP006398,INSP004386,Scratch,4,848.15,Right Rear Door,5
REP006399,INSP004388,Bumper Damage,1,1402.96,Windshield,3
REP006400,INSP004388,Crack,1,685.34,Trunk,5
REP006401,INSP004390,Rust,3,1328.52,Right Front Fender,2
REP006402,INSP004391,Bumper Damage,1,984.05,Windshield,1
REP006403,INSP004393,Dent,3,1021.67,Left Rear Fender,1
REP006404,INSP004393,Bumper Damage,2,2483.63,Left Front Fender,4
REP006405,INSP004393,Scratch,3,522.9,Left Rear Fender,1
REP006406,INSP004393,Paint Damage,1,648.05,Trunk,5
REP006407,INSP004394,Rust,4,2217.81,Right Rear Door,2
REP006408,INSP004396,Structural Damage,2,6731.31,Right Front Door,5
REP006409,INSP004396,Rust,2,1017.56,Rear Bumper,1
REP006410,INSP004397,Crack,4,2544.94,Right Front Fender,5
REP006411,INSP004397,Structural Damage,5,15218.52,Trunk,2
REP006412,INSP004398,Crack,2,1438.96,Left Front Door,3
REP006413,INSP004398,Structural Damage,2,7146.35,Left Rear Door,3
REP006414,INSP004399,Structural Damage,1,3005.51,Left Front Door,5
REP006415,INSP004399,Bumper Damage,2,2614.87,Left Rear Fender,1
REP006416,INSP004400,Scratch,3,505.12,Right Front Door,5
REP006417,INSP004400,Crack,3,1641.0,Left Front Fender,1
REP006418,INSP004400,Rust,3,1766.2,Rear Bumper,3
REP006419,INSP004400,Structural Damage,5,13009.99,Left Rear Door,4
REP006420,INSP004402,Glass Damage,2,2168.93,Roof,5
REP006421,INSP004402,Structural Damage,4,12964.11,Right Front Door,4
REP006422,INSP004403,Paint Damage,4,3577.43,Rear Bumper,4
REP006423,INSP004404,Dent,2,894.48,Hood,2
REP006424,INSP004404,Paint Damage,4,3497.58,Left Front Door,2
REP006425,INSP004405,Crack,5,3114.88,Left Front Fender,5
REP006426,INSP004406,Scratch,5,949.51,Left Front Fender,1
REP006427,INSP004406,Scratch,1,169.54,Right Front Door,5
REP006428,INSP004412,Paint Damage,2,1664.19,Roof,5
REP006429,INSP004412,Scratch,3,605.53,Right Front Fender,3
REP006430,INSP004412,Paint Damage,4,2606.85,Left Rear Fender,1
REP006431,INSP004412,Scratch,3,536.67,Left Rear Fender,3
REP006432,INSP004412,Glass Damage,4,3640.25,Right Front Door,2
REP006433,INSP004413,Glass Damage,1,957.1,Trunk,2
REP006434,INSP004415,Rust,3,1418.18,Front Bumper,1
REP006435,INSP004415,Scratch,4,943.73,Right Rear Door,3
REP006436,INSP004415,Bumper Damage,3,3918.08,Right Rear Door,4
REP006437,INSP004417,Glass Damage,1,805.6,Roof,3
REP006438,INSP004417,Scratch,2,454.27,Right Front Fender,2
REP006439,INSP004417,Paint Damage,5,3665.22,Windshield,2
REP006440,INSP004417,Rust,3,1506.71,Windshield,2
REP006441,INSP004417,Paint Damage,3,1955.23,Left Front Fender,2
REP006442,INSP004418,Bumper Damage,2,2176.96,Hood,1
REP006443,INSP004418,Bumper Damage,3,2990.94,Left Front Door,3
REP006444,INSP004418,Structural Damage,2,4925.32,Left Front Door,3
REP006445,INSP004419,Glass Damage,3,2696.98,Right Front Door,2
REP006446,INSP004420,Bumper Damage,3,3665.82,Trunk,4
REP006447,INSP004420,Rust,3,1387.82,Left Rear Fender,2
REP006448,INSP004421,Rust,1,467.55,Right Front Fender,5
REP006449,INSP004422,Crack,1,596.26,Roof,1
REP006450,INSP004423,Crack,4,2069.8,Left Front Fender,2
REP006451,INSP004423,Rust,4,2138.56,Front Bumper,3
REP006452,INSP004425,Dent,3,982.99,Windshield,2
REP006453,INSP004425,Rust,4,1861.09,Roof,4
REP006454,INSP004428,Rust,5,2240.41,Rear Bumper,4
REP006455,INSP004428,Scratch,3,559.04,Rear Window,2
REP006456,INSP004429,Structural Damage,2,5016.32,Left Rear Door,2
REP006457,INSP004430,Bumper Damage,1,1368.25,Trunk,5
REP006458,INSP004430,Rust,5,2546.42,Right Front Door,1
REP006459,INSP004430,Structural Damage,4,12784.32,Right Rear Door,3
REP006460,INSP004432,Bumper Damage,5,5350.68,Left Rear Door,2
REP006461,INSP004432,Paint Damage,4,2974.25,Windshield,5
REP006462,INSP004435,Bumper Damage,4,4522.73,Left Front Fender,2
REP006463,INSP004435,Scratch,5,966.48,Trunk,3
REP006464,INSP004435,Glass Damage,3,3212.39,Right Front Fender,3
REP006465,INSP004435,Glass Damage,3,2406.73,Roof,1
REP006466,INSP004435,Paint Damage,2,1714.6,Left Front Door,3
REP006467,INSP004436,Dent,2,744.99,Trunk,5
REP006468,INSP004436,Crack,4,2378.05,Right Rear Door,3
REP006469,INSP004437,Glass Damage,1,1122.14,Trunk,3
REP006470,INSP004437,Crack,1,549.82,Windshield,2
REP006471,INSP004437,Dent,3,1106.42,Right Rear Fender,2
REP006472,INSP004438,Structural Damage,1,3095.09,Left Rear Door,4
REP006473,INSP004438,Paint Damage,4,3697.17,Rear Bumper,5
REP006474,INSP004441,Crack,5,3155.5,Left Front Door,3
REP006475,INSP004441,Rust,2,1028.06,Right Front Fender,4
REP006476,INSP004441,Rust,4,2184.16,Left Front Door,1
REP006477,INSP004442,Rust,5,2230.41,Left Front Door,2
REP006478,INSP004442,Rust,5,2426.85,Right Rear Door,3
REP006479,INSP004442,Scratch,4,706.1,Rear Bumper,1
REP006480,INSP004442,Scratch,5,1158.3,Left Rear Door,3
REP006481,INSP004443,Dent,4,1593.0,Right Rear Fender,2
REP006482,INSP004446,Scratch,4,926.21,Left Front Door,1
REP006483,INSP004447,Crack,5,3039.35,Rear Bumper,3
REP006484,INSP004447,Crack,5,2604.26,Right Front Fender,4
REP006485,INSP004448,Crack,2,1281.54,Roof,4
REP006486,INSP004448,Scratch,4,731.37,Windshield,3
REP006487,INSP004448,Crack,2,1318.39,Right Front Door,4
REP006488,INSP004448,Structural Damage,4,14143.68,Left Front Fender,4
REP006489,INSP004449,Bumper Damage,4,3940.67,Left Front Fender,5
REP006490,INSP004450,Bumper Damage,3,4220.99,Hood,1
REP006491,INSP004450,Crack,4,2064.59,Roof,3
REP006492,INSP004450,Glass Damage,1,1095.4,Hood,2
REP006493,INSP004450,Dent,1,464.95,Right Front Door,1
REP006494,INSP004451,Glass Damage,4,3461.06,Windshield,5
REP006495,INSP004451,Crack,5,2482.37,Left Front Fender,3
REP006496,INSP004451,Bumper Damage,4,5715.52,Windshield,1
REP006497,INSP004451,Scratch,4,762.66,Right Rear Door,3
REP006498,INSP004452,Bumper Damage,2,2377.58,Left Rear Fender,2
REP006499,INSP004452,Paint Damage,4,2873.22,Trunk,1
REP006500,INSP004453,Rust,2,1072.17,Windshield,3
REP006501,INSP004454,Glass Damage,2,2049.14,Left Front Door,5
REP006502,INSP004454,Dent,1,372.22,Rear Window,3
REP006503,INSP004454,Scratch,4,817.0,Right Rear Fender,4
REP006504,INSP004454,Scratch,5,940.83,Right Rear Fender,1
REP006505,INSP004455,Crack,4,2834.78,Windshield,1
REP006506,INSP004457,Dent,3,1008.38,Right Front Door,2
REP006507,INSP004458,Rust,1,481.52,Right Front Fender,4
REP006508,INSP004458,Dent,1,321.18,Right Front Door,4
REP006509,INSP004458,Bumper Damage,2,2298.7,Hood,4
REP006510,INSP004458,Crack,4,2050.86,Trunk,1
REP006511,INSP004459,Crack,1,704.27,Trunk,3
REP006512,INSP004460,Glass Damage,1,1182.87,Left Rear Fender,5
REP006513,INSP004460,Dent,1,454.86,Trunk,1
REP006514,INSP004460,Dent,1,475.8,Right Front Door,3
REP006515,INSP004462,Glass Damage,4,3717.98,Right Front Fender,5
REP006516,INSP004462,Scratch,3,509.89,Front Bumper,5
REP006517,INSP004462,Scratch,1,164.03,Rear Bumper,4
REP006518,INSP004462,Structural Damage,1,3402.9,Left Front Fender,4
REP006519,INSP004462,Rust,5,2420.04,Right Rear Fender,2
REP006520,INSP004470,Structural Damage,2,6813.12,Left Rear Door,4
REP006521,INSP004470,Rust,5,2092.79,Roof,2
REP006522,INSP004470,Dent,5,1726.41,Right Front Door,4
REP006523,INSP004472,Glass Damage,1,1020.87,Right Front Fender,2
REP006524,INSP004474,Glass Damage,1,918.42,Windshield,3
REP006525,INSP004474,Dent,4,1378.92,Left Rear Fender,2
REP006526,INSP004475,Crack,3,1880.24,Left Front Door,3
REP006527,INSP004475,Paint Damage,3,2245.81,Rear Window,4
REP006528,INSP004476,Scratch,5,891.11,Right Front Fender,5
REP006529,INSP004476,Glass Damage,4,4255.16,Right Front Fender,2
REP006530,INSP004478,Crack,5,3166.89,Rear Window,1
REP006531,INSP004478,Crack,1,610.54,Right Rear Fender,4
REP006532,INSP004478,Crack,2,1420.38,Front Bumper,4
REP006533,INSP004478,Rust,4,1946.76,Left Front Door,1
REP006534,INSP004479,Dent,2,708.65,Left Rear Fender,2
REP006535,INSP004479,Crack,1,645.54,Hood,5
REP006536,INSP004479,Dent,1,466.87,Left Front Fender,5
REP006537,INSP004479,Bumper Damage,2,2658.74,Left Front Door,2
REP006538,INSP004480,Glass Damage,4,4169.8,Hood,3
REP006539,INSP004480,Dent,3,1118.66,Right Front Fender,4
REP006540,INSP004480,Scratch,3,550.16,Right Rear Fender,4
REP006541,INSP004481,Crack,2,1100.34,Rear Bumper,2
REP006542,INSP004481,Scratch,1,187.3,Windshield,3
REP006543,INSP004485,Bumper Damage,3,2961.58,Right Rear Door,1
REP006544,INSP004485,Structural Damage,1,2722.9,Roof,1
REP006545,INSP004486,Scratch,3,613.44,Roof,4
REP006546,INSP004487,Crack,2,1304.4,Rear Window,1
REP006547,INSP004488,Bumper Damage,1,1021.81,Right Rear Door,4
REP006548,INSP004489,Rust,5,2539.22,Left Rear Door,1
REP006549,INSP004489,Rust,1,517.02,Rear Bumper,3
REP006550,INSP004489,Structural Damage,4,13717.98,Rear Window,2
